GLIDE_number,Event,Country,Date,Event_Code,Country_Code,Glide_Serial,Comments
TC-2018-000102-ASM,Tropical Cyclone,American Samoa,2018-02-05,TC,ASM,2018-000102,Tropical Cyclone Gita
TC-2018-000102-FJI,Tropical Cyclone,Fiji,2018-02-05,TC,FJI,2018-000102,Tropical Cyclone Gita
TC-2018-000102-NIU,Tropical Cyclone,Niue,2018-02-05,TC,NIU,2018-000102,Tropical Cyclone Gita
TC-2018-000102-TON,Tropical Cyclone,Tonga,2018-02-05,TC,TON,2018-000102,Tropical Cyclone Gita
TC-2018-000102-WSM,Tropical Cyclone,Samoa,2018-02-05,TC,WSM,2018-000102,Tropical Cyclone Gita
EP-2018-000101-NAM,Epidemic,Namibia,2018-01-01,EP,NAM,2018-000101,"The capital city of Windhoek is on high alert after an outbreak of Hepatitis E that has claimed three lives, while 554 people are undergoing treatment. Namibia has been battling Hepatitis E since mid-December 2017, after the first cases were detected in an informal settlement of Windhoek. The number has since been rising steadily."
FL-2018-000092-MNG,Flood,Mongolia,2018-07-03,FL,MNG,2018-000092,"Between 3th of July to 5th of July 2018, heavy rainfall of unprecedented intensity caused flash flooding in several parts of Mongolia affecting more than 792 households across the country. Following the heavy rainfall, Khovd, Bayan-Ulgii, Zavkhan, Uvurkhangai Provinces Centers and Khan-Uul District became affected by the floods. Over 210 families have lost their homes, over 700 livestock have perished, and at least 55 hectares of agricultural land has been destroyed."
ST-2018-000083-GNB,SEVERE LOCAL STORM,Guinea Bissau,2018-06-27,ST,GNB,2018-000083,"On 27 June 2018 at around 4 p.m., Guinea Bissau was hit by violent winds of 80 km to 120 km / h, (according to the National Meteorological Agency). The storm caused the destruction of hundreds of houses, social infrastructures (schools, hospitals, roads, etc.). 
In Bissau the capital, about 2,000 families were affected, and 420 houses were destroyed. Three (3) deaths were also reported. Approximately 800 people were displaced in other regions. The most affected areas are: Bissau, specifically, the districts of  Antula, Militar, Bor, Bairro Reno, Cuntum and Praca, and the regions of Bubaque, Bolama, Biombo, Oio and Sao Domingos."
FL-2018-000082-JPN,Flood,Japan,2018-07-07,FL,JPN,2018-000082,"Dozens of people have died and at least 50 are missing after torrential rain triggered landslides and flash flooding in western Japan on Saturday.Local authorities said 20 people had been killed, while public broadcaster NHK said the death toll had risen to 46."
TC-2018-000081-DMA,Tropical Cyclone,Dominica,2018-07-07,TC,DMA,2018-000081,"A new tropical storm has developed east of the Lesser Antilles.
 
Maximum sustained winds have increased to near 50 mph (85 km/h) with higher gusts.  Additional strengthening is forecast, and Beryl could become a hurricane by Friday 07 or Saturday 08 July."
EP-2018-000080-PNG,Epidemic,Papua New Guinea,2018-07-04,EP,PNG,2018-000080,Polio Outbreak
FF-2018-000079-IDN,Flash Flood,Indonesia,2018-06-22,FF,IDN,2018-000079,"On 22 June, 300 houses were inundated by flash floods in Alasmalang Village, Banyuwangi District, East Java Province. 15 of the houses were heavily damaged by the flood waters. The local government and stakeholders provided support to 1,600 flood-affected people. On 23 June, heavy rains triggered landslides in Lumajang District, East Java Province. The National Disaster Management Authority (BPBD), Armed Forces, and Police are leading the response."
OT-2018-000078-BIH,Other,Bosnia-Herzegovina,2018-06-29,OT,BIH,2018-000078,Population Movement
FL-2018-000077-CIV,Flood,Cote d'Ivoire,2018-06-19,FL,CIV,2018-000077,"On the night of 18 to 19 June, 2018, stormy rainfall of unprecedented intensity fell on the Côte d'Ivoire capital, Abidjan and many other cities. Following this heavy downpour, several neighbourhoods in Abidjan and in country towns including Tiassalé, Toulepleu, Sanpedro registered significant material and human damage."
EP-2018-000076-FJI,Epidemic,Fiji,2018-03-20,EP,FJI,2018-000076,"The Fiji Ministry of Health and Medical Services (MHMS) declared a national outbreak of meningococcal C on 20 March 2018 (Gov't of Fiji, 4 Jun 2018). As of 4 June, there has been a total 71 cases since the beginning of 2018. Of these, 27 are laboratory confirmed. There have been five deaths. Mass Men C vaccinations for all people between the ages of one to 19 years is ongoing in the Central division and Rakiraki subdivision. The remaining areas will receive vaccinations once vaccine supplies are available in the country (WHO, 17 Jun 2018)."
EP-2018-000075-TCD,Epidemic,Chad,2018-05-30,EP,TCD,2018-000075,"Since the start of the year, 400 cases, including 14 deaths, were reported as of 20 May compared to 205 cases and one death over the same period in 2017. Three districts have reached the epidemic threshold. A measles outbreak has been declared on 30 May in five districts of Chad (Bokoro, Gama, Ati, Am dam and Goz Beida), where 474 cases and 18 deaths have been reported."
FL-2018-000074-VNM,Flood,Viet Nam,2018-06-23,FL,VNM,2018-000074,"Flash floods and landslides triggered by torrential rains have killed at least seven people and left 12 missing in northern Vietnam since Saturday, 23 June 2018, the government's Disaster Management Authority said on Monday."
EQ-2018-000073-JPN,Earthquake,Japan,2018-06-18,EQ,JPN,2018-000073,"A magnitude 6.1 earthquake shook Osaka, Japan's second-biggest metropolis, early on Monday, killing three people, halting factory lines in an industrial area and bursting water mains, government and company officials said."
OT-2018-000072-MNE,Other,Montenegro,2018-04-01,OT,MNE,2018-000072,"Since April 2018, there has been a significant increase in the number of migrants transiting through Montenegro towards Croatia and Bosnia and Herzegovina. The number of asylum applications in Montenegro has increased from 24 in January 2018 to 470 in April 2018 and 557 in May 2018. The vast majority of the asylum seekers are aiming forward to Bosnia and Herzegovina and Croatia. Currently, between 15 and 50 asylum applications are left on a daily basis in Montenegro. The asylum seekers originate primarily from Syria, Afghanistan, Pakistan, Iraq and Iran. The main entry point is the land border crossing of Bozaj bordering Albania. Most of the migrants exist to Bosnia and Herzegovina over the border point Metaljka in Northwestern Montenegro."
EP-2018-000071-BOL,Epidemic,Bolivia,2018-05-22,EP,BOL,2018-000071,"As of 24 April 2018 (epidemiological week EW 16), an unusual influenza outbreak with a predominance of A H1N1 and B viruses was reported in the department of Santa Cruz in Bolivia. The Bolivian Ministry of Health reported that as of 22 May 2018 (EW 20), there were 1,292 confirmed cases of influenza in the following departments: Santa Cruz (96%), La Paz (1.3%) and Beni (1%). At the national level, there are 24 confirmed deaths (fatality rate of 1.85%). The national territory has been on a red alert since EW 19. As of EW 20, the Santa Cruz Departmental Health Service (SEDES) reported 4,469 suspected cases, 1,249 positive cases and 23 deaths (with a fatality rate of 1.87%). This is the first time since 2009 that there have been more than 1,000 confirmed cases of influenza in Santa Cruz department."
FL-2018-000070-BGD,Flood,Bangladesh,2018-06-09,FL,BGD,2018-000070,"Over 31,000 people living at Bangladesh's Cox's Bazar Rohingya refugee camps are living in areas considered to be at high risk of deadly flooding and landslides, as two days of heavy monsoon rains having caused severe structural damage, the UN migrant agency IOM warned on Monday. Over the same period aid agencies there reported that over 9,000 people were affected."
LS-2018-000069-CHN,Land Slide,"China, People's Republic",2018-06-08,LS,CHN,2018-000069,"Five people have been killed in landslides triggered by Typhoon Ewiniar, the fourth typhoon to hit south China's Guangdong Province this year, the local government said Friday. According to authorities in the city of Yunfu, torrential rain hit Xinxing County, causing houses to collapse and landslides that killed five residents. As of noon Friday, over 1,000 people from 12 towns and villages in Xinxing had been relocated to safety."
FL-2018-000068-CHN,Flood,"China, People's Republic",2018-06-04,FL,CHN,2018-000068,"Heavy rain has affected more than 20,000 people in south China's Guangxi Zhuang Autonomous Region, according to local authorities."
LS-2018-000067-IND,Land Slide,India,2018-06-05,LS,IND,2018-000067,"The Press Trust of India, quoting local police, said that 10 people were killed and another injured when a building was swept away by a landslide triggered by heavy rains in the Lunglawn area of south Mizoram's Lunglei town."
VO-2018-000066-GTM,Volcano,Guatemala,2018-06-04,VO,GTM,2018-000066,"After the volcano of Fire began its second eruption of the year, the ash columns have reached more than 10 thousand meters above sea level, pyroclastic flows have descended through the ravines of this volcanic dome, the fiery clouds that have descended from the crater have generated affectation in nearby communities, as well as the descent of strong lahars that take direction by nearby rivers."
FL-2018-000065-TJK,Flood,Tajikistan,2018-05-16,FL,TJK,2018-000065,"Heavy and prolonged rains on 16-21 May caused floods around Tajikistan. The most significant damage occurred in the Farkhor and Panj districts of Khatlon province in southern Tajikistan. Flooding and the consequent mudslides caused significant damage to the buildings, roads and harvest."
FL-2018-000064-COD,Flood,Congo Democratic Republic,2018-04-04,FL,COD,2018-000064,"Torrential rains over several weeks starting on the night of 27-28 March in the provinces of Haut-Lomami (Territoire de Bukama), Tnaganyika (Territoire de Nyunzu) and Sud-Kivu (Territoire d'Uvira) have left more than 1,000 people homeless and destroyed at least 6,500 houses. Several schools and health centres have been flooded. In total, around 32,000 people have been affected."
